2009-2010 Award Year FFEL Volume by School,,,,,,,,,,,,,,,,,,,,,,,,
Award Year Quarterly Activity  (04/01/2010-06/30/2010),,,,,,,,,,,,,,,,,,,,,,,,
Data Run: 4/5/2012,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,, FFEL SUBSIDIZED ,,,,, FFEL UNSUBSIDIZED ,,,,, FFEL PARENT PLUS ,,,,,FFEL GRAD PLUS,,,,
02305300,PARKER UNIVERSITY,TX,752295609,PRIVATE, 458 , 463 ," $3,494,925.00 ","1,091"," $4,634,503.00 ", 487 , 497 ," $8,576,547.00 ","1,153"," $11,611,277.00 ", -   , -   , $-   ,0, $-   , 34 , 36 ," $197,321.00 ",105," $332,666.00 "
02312200,TEXAS SCHOOL OF BUSINESS,TX,770736032,PROPRIETARY, 22 , 22 ," $55,527.00 ",104," $139,600.00 ", 10 , 10 ," $18,136.00 ",87," $133,553.00 ", 1 , 1 ," $10,849.00 ",5," $13,702.00 ", -   , -   , $-   ,0, $-   
02320200,HOUSTON GRADUATE SCHOOL OF THEOLOGY,TX,770927729,PRIVATE, 11 , 11 ," $28,954.00 ",26," $36,704.00 ", 23 , 24 ," $69,512.00 ",49," $76,944.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02326000,UNIVERSITY OF COSMETOLOGY ARTS & SCIENCES,TX,782172503,PROPRIETARY, 10 , 10 ," $28,867.00 ",37," $51,658.00 ", 11 , 11 ," $37,300.00 ",31," $52,465.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02328600,ITT TECHNICAL INSTITUTE,TX,760113919,PROPRIETARY, 261 , 270 ," $898,362.00 ","1,235"," $1,656,384.00 ", 255 , 261 ," $1,346,414.00 ","1,211"," $2,363,472.00 ", 15 , 16 ," $139,230.00 ",78," $298,797.00 ", -   , -   , $-   ,0, $-   
02331200,BAPTIST MISSIONARY ASSOCIATION THEOLOGICAL SEMINARY,TX,757665407,PRIVATE, 1 , 1 ," $6,000.00 ",6," $7,014.00 ", 1 , 1 ," $1,120.00 ",8," $5,604.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02341300,PALO ALTO COLLEGE,TX,782242499,PUBLIC, 51 , 53 ," $97,609.00 ",95," $99,981.00 ", 47 , 50 ," $109,032.00 ",89," $112,032.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02357700,PAUL MITCHELL THE SCHOOL,TX,770433412,PROPRIETARY, 6 , 6 ," $14,645.00 ",50," $78,083.00 ", 7 , 7 ," $19,000.00 ",57," $121,392.00 ", -   , -   , $-   ,3," $9,587.00 ", -   , -   , $-   ,0, $-   
02358200,LAMAR STATE COLLEGE - ORANGE,TX,776305899,PUBLIC, 41 , 42 ," $63,338.00 ",76," $62,838.00 ", 74 , 76 ," $157,227.00 ",136," $157,227.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02361400,COLLIN COUNTY COMMUNITY COLLEGE,TX,750708001,PUBLIC, 91 , 92 ," $292,538.00 ",101," $304,820.00 ", 90 , 92 ," $292,938.00 ",100," $297,068.00 ", 1 , 1 ," $6,000.00 ",1," $6,000.00 ", -   , -   , $-   ,0, $-   
02362000,UNIVERSAL TECHNICAL INSTITUTE,TX,770739982,PROPRIETARY," 1,016 "," 1,037 "," $3,808,568.00 ","2,756"," $5,403,264.00 "," 1,098 "," 1,249 "," $4,294,344.00 ","3,192"," $5,983,702.00 ", 324 , 380 ," $2,100,411.00 ",854," $2,759,902.00 ", -   , -   , $-   ,0, $-   
02362800,AUSTIN GRADUATE SCHOOL OF THEOLOGY,TX,787521333,PRIVATE, 2 , 3 ," $4,750.00 ",6," $4,750.00 ", 4 , 4 ," $10,960.00 ",8," $10,960.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02521200,ARLINGTON CAREER INSTITUTE,TX,750502636,PROPRIETARY, 19 , 19 ," $52,056.00 ",66," $88,851.00 ", 21 , 22 ," $82,368.00 ",70," $149,507.00 ", -   , -   , $-   ,2," $4,461.00 ", -   , -   , $-   ,0, $-   
02521800,SEGUIN BEAUTY SCHOOL,TX,781555704,PROPRIETARY, 13 , 13 ," $40,417.00 ",39," $64,959.00 ", 12 , 13 ," $34,367.00 ",34," $50,473.00 ", -   , -   , $-   ,1," $1,800.00 ", -   , -   , $-   ,0, $-   
02530700,SEBRING CAREER SCHOOLS,TX,770831510,PROPRIETARY, 12 , 12 ," $32,773.00 ",21," $28,759.00 ", 2 , 2 ," $5,155.00 ",2," $3,261.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02539600,ART INSTITUTE OF DALLAS (THE),TX,752315993,PROPRIETARY, 67 , 67 ," $153,122.00 ",818," $1,213,286.00 ", 45 , 46 ," $170,077.00 ",860," $1,552,079.00 ", 11 , 11 ," $113,945.00 ",187," $983,041.00 ", -   , -   , $-   ,0, $-   
02549400,SOUTH TEXAS VOCATIONAL TECHNICAL INSTITUTE,TX,785012400,PROPRIETARY, 1 , 1 ," $1,500.00 ",3," $4,974.00 ", 2 , 2 ," $5,238.00 ",3," $6,218.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02555400,UNIVERSITY OF TEXAS MD ANDERSON CANCER CENTER,TX,770300240,PUBLIC, 3 , 3 ," $18,000.00 ",90," $159,520.00 ", 3 , 3 ," $21,000.00 ",66," $140,180.00 ", -   , -   , $-   ,2," $14,943.00 ", -   , -   , $-   ,0, $-   
02568100,TEXAS BARBER COLLEGES & HAIRSTYLING SCHOOLS,TX,770633949,PROPRIETARY, 71 , 71 ," $218,205.00 ",365," $647,787.00 ", 71 , 71 ," $310,787.00 ",353," $1,007,757.00 ", 3 , 3 ," $22,316.00 ",9," $36,934.00 ", -   , -   , $-   ,0, $-   
02569300,LE CORDON BLEU COLLEGE OF CULINARY ARTS,TX,787583647,PROPRIETARY, 29 , 31 ," $44,185.00 ",56," $60,421.00 ", 29 , 30 ," $58,603.00 ",54," $81,764.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02580100,IVERSON BUSINESS SCHOOL AND COURT REPORTING,TX,760111344,PROPRIETARY, 66 , 66 ," $209,913.00 ",159," $255,519.00 ", 55 , 55 ," $254,279.00 ",150," $371,407.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02591100,CAREER POINT COLLEGE,TX,782012027,PROPRIETARY, 544 , 547 ," $1,827,769.00 ","1,424"," $2,348,966.00 ", 502 , 504 ," $2,767,731.00 ","1,341"," $3,620,686.00 ", 6 , 6 ," $42,213.00 ",21," $83,405.00 ", -   , -   , $-   ,0, $-   
02591900,KAPLAN COLLEGE,TX,799071525,PROPRIETARY, 3 , 3 ," $10,500.00 ",73," $89,686.00 ", -   , -   , $-   ,60," $94,108.00 ", -   , -   , $-   ,4," $7,269.00 ", -   , -   , $-   ,0, $-   
02596600,ATI CAREER TRAINING CENTER,TX,752204443,PROPRIETARY, 30 , 30 ," $145,629.00 ",79," $201,379.00 ", 34 , 38 ," $183,804.00 ",92," $244,867.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02600200,"OCEAN CORPORATION, (THE)",TX,770993479,PROPRIETARY, 35 , 35 ," $120,534.00 ",137," $245,464.00 ", 41 , 41 ," $213,423.00 ",141," $406,461.00 ", 4 , 4 ," $38,230.00 ",12," $56,675.00 ", -   , -   , $-   ,0, $-   
02604700,CENTER FOR ADVANCED LEGAL STUDIES,TX,770984151,PROPRIETARY, -   , -   , $-   ,1," $1,575.00 ", -   , -   , $-   ,1," $2,100.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02615000,SANFORD-BROWN COLLEGE,TX,752476931,PROPRIETARY, 532 , 532 ," $1,245,530.00 ","1,500"," $2,212,407.00 ", 534 , 536 ," $1,740,427.00 ","1,532"," $3,244,028.00 ", 1 , 1 ," $2,673.00 ",2," $9,452.00 ", -   , -   , $-   ,0, $-   
03011800,UNIVERSITY OF COSMETOLOGY ARTS & SCIENCES,TX,782261160,PROPRIETARY, 11 , 11 ," $36,275.00 ",25," $39,378.00 ", 10 , 10 ," $32,527.00 ",25," $39,484.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03019800,PCI HEALTH TRAINING CENTER,TX,752474720,PROPRIETARY, 152 , 152 ," $432,759.00 ",320," $555,531.00 ", 155 , 155 ," $481,607.00 ",336," $630,691.00 ", 5 , 5 ," $24,274.00 ",10," $28,302.00 ", -   , -   , $-   ,0, $-   
03026500,REMINGTON COLLEGE - HOUSTON CAMPUS,TX,770822782,PRIVATE, 561 , 570 ," $1,606,595.00 ","1,602"," $2,488,626.00 ", 549 , 976 ," $2,326,107.00 ","2,765"," $3,575,384.00 ", 18 , 18 ," $65,570.00 ",60," $131,847.00 ", -   , -   , $-   ,0, $-   
03028800,ROYAL BEAUTY CAREERS,TX,775873714,PROPRIETARY, 45 , 45 ," $136,707.00 ",82," $127,470.00 ", 45 , 45 ," $233,721.00 ",84," $218,719.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03032300,SCHOOL OF AUTOMOTIVE MACHINISTS,TX,770551803,PROPRIETARY, 2 , 2 ," $7,000.00 ",13," $22,897.00 ", 2 , 2 ," $12,000.00 ",13," $28,728.00 ", 1 , 1 ," $8,766.00 ",7," $43,737.00 ", -   , -   , $-   ,0, $-   
03064600,UNIVERSITY OF TEXAS AT BROWNSVILLE,TX,785204993,PUBLIC, 477 , 477 ," $1,315,250.00 ",734," $1,232,586.00 ", 671 , 689 ," $3,009,177.00 ","1,134"," $2,824,525.00 ", 1 , 1 ," $5,000.00 ",1," $5,000.00 ", -   , -   , $-   ,0, $-   
03071400,ITT TECHNICAL INSTITUTE,TX,782493303,PROPRIETARY, 143 , 145 ," $428,697.00 ",677," $861,291.00 ", 118 , 119 ," $613,444.00 ",624," $1,186,293.00 ", 3 , 3 ," $13,812.00 ",40," $115,955.00 ", -   , -   , $-   ,0, $-   
03108700,ROYAL BEAUTY CAREERS,TX,770694611,PROPRIETARY, 80 , 80 ," $255,243.00 ",139," $225,839.00 ", 78 , 78 ," $378,180.00 ",134," $329,996.00 ", -   , -   , $-   ,2," $5,890.00 ", -   , -   , $-   ,0, $-   
03115800,KAPLAN COLLEGE,TX,782384203,PROPRIETARY, 68 , 68 ," $236,733.00 ",775," $1,015,466.00 ", 52 , 52 ," $198,833.00 ",716," $1,265,204.00 ", 2 , 3 ," $11,586.00 ",27," $78,680.00 ", -   , -   , $-   ,0, $-   
03170300,TEXAS A & M UNIVERSITY - TEXARKANA,TX,755035518,PUBLIC, 93 , 96 ," $268,251.00 ",175," $271,876.00 ", 98 , 103 ," $287,593.00 ",183," $288,485.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03179500,TEXAS COLLEGE OF TRADITIONAL CHINESE MEDICINE,TX,787046748,PROPRIETARY, 32 , 32 ," $148,603.00 ",55," $223,603.00 ", 33 , 33 ," $217,899.00 ",53," $305,399.00 ", -   , -   , $-   ,0, $-   , 1 , 1 ," $6,000.00 ",1," $6,000.00 "
03189400,COLLEGE OF SAINT THOMAS MORE,TX,761092323,PRIVATE, 1 , 1 ," $4,000.00 ",1," $4,000.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03272300,KAPLAN COLLEGE,TX,752347288,PROPRIETARY, 16 , 16 ," $52,721.00 ",93," $137,665.00 ", 4 , 4 ," $1,191.00 ",80," $110,815.00 ", -   , -   , $-   ,5," $17,475.00 ", -   , -   , $-   ,0, $-   
03371300,TONI&GUY HAIRDRESSING ACADEMY,TX,750062351,PROPRIETARY, 15 , 17 ," $47,148.00 ",29," $51,069.00 ", 14 , 18 ," $54,534.00 ",27," $57,127.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03372300,NORTHWEST VISTA COLLEGE,TX,782514217,PUBLIC, 126 , 130 ," $246,875.00 ",156," $247,635.00 ", 106 , 108 ," $277,977.00 ",131," $279,357.00 ", -   , -   , $-   ,1," $2,500.00 ", -   , -   , $-   ,0, $-   
03396500,TEXAS STATE TECHNICAL COLLEGE MARSHALL,TX,756727402,PUBLIC, -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , 2 , 2 ," $7,900.00 ",12," $26,963.00 ", -   , -   , $-   ,0, $-   
03400300,QUEST COLLEGE,TX,782293539,PROPRIETARY, 4 , 4 ," $14,000.00 ",24," $39,716.00 ", 2 , 2 ," $10,937.00 ",23," $60,549.00 ", 1 , 1 ," $5,474.00 ",1," $5,474.00 ", -   , -   , $-   ,0, $-   
03416500,DALLAS NURSING INSTITUTE,TX,752435502,PROPRIETARY, 62 , 62 ," $231,660.00 ",239," $397,771.00 ", 43 , 44 ," $165,975.00 ",183," $394,093.00 ", -   , -   , $-   ,1," $4,075.00 ", -   , -   , $-   ,0, $-   
03422400,COLLEGE OF BIBLICAL STUDIES-HOUSTON,TX,770363211,PRIVATE, 21 , 21 ," $50,126.00 ",126," $186,343.00 ", 10 , 10 ," $40,554.00 ",70," $117,993.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03424400,FORTIS COLLEGE,TX,770577386,PROPRIETARY, 98 , 99 ," $256,123.00 ",563," $683,438.00 ", 107 , 110 ," $302,316.00 ",605," $663,130.00 ", 2 , 2 ," $8,454.00 ",14," $22,769.00 ", -   , -   , $-   ,0, $-   
03542300,CONCORDE CAREER INSTITUTE,TX,760114016,PROPRIETARY, 61 , 63 ," $189,274.00 ",303," $478,878.00 ", 58 , 62 ," $182,878.00 ",301," $587,376.00 ", 2 , 2 ," $8,254.00 ",13," $37,527.00 ", -   , -   , $-   ,0, $-   
03573300,AVIATION INSTITUTE OF MAINTENANCE,TX,750626303,PROPRIETARY, 39 , 42 ," $63,617.00 ",283," $319,070.00 ", 14 , 17 ," $51,750.00 ",241," $418,831.00 ", -   , -   , $-   ,3," $6,548.00 ", -   , -   , $-   ,0, $-   
03612400,VALLEY GRANDE INSTITUTE FOR ACADEMIC STUDIES,TX,785960000,PRIVATE, 5 , 5 ," $14,436.00 ",31," $53,613.00 ", 5 , 5 ," $19,367.00 ",27," $52,340.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03680300,JAY'S TECHNICAL INSTITUTE,TX,770313509,PROPRIETARY, 23 , 23 ," $72,037.00 ",66," $114,287.00 ", 15 , 15 ," $56,500.00 ",39," $80,200.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03714300,TREND BARBER COLLEGE,TX,770712104,PROPRIETARY, 69 , 70 ," $229,092.00 ",114," $235,681.00 ", 68 , 68 ," $245,389.00 ",110," $247,641.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03723300,CULINARY INSTITUTE LENOTRE,TX,770224322,PROPRIETARY, 45 , 46 ," $167,895.00 ",159," $205,051.00 ", 46 , 46 ," $249,311.00 ",162," $310,715.00 ", 4 , 4 ," $34,643.00 ",8," $51,599.00 ", -   , -   , $-   ,0, $-   
03756300,ANAMARC COLLEGE,TX,799306230,PROPRIETARY, 31 , 31 ," $82,241.00 ",67," $123,171.00 ", 24 , 25 ," $111,500.00 ",49," $133,500.00 ", 1 , 1 ," $5,530.00 ",1," $5,530.00 ", -   , -   , $-   ,0, $-   
03885700,HOUSTON'S TRAINING AND EDUCATION CENTER (H-TEC),TX,770322021,PROPRIETARY, 12 , 12 ," $33,741.00 ",27," $42,195.00 ", 2 , 2 ," $12,000.00 ",9," $16,618.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03987300,TEXAS HEALTH SCHOOL,TX,770792106,PROPRIETARY, -   , -   , $-   ,0, $-   , -   , -   , $-   ,3," $1,179.00 ", -   , -   , $-   ,1," $3,400.00 ", -   , -   , $-   ,0, $-   
04125400,PAUL MITCHELL THE SCHOOL AUSTIN,TX,786603287,PROPRIETARY, 29 , 31 ," $97,126.00 ",88," $152,094.00 ", 31 , 32 ," $97,823.00 ",86," $182,312.00 ", 2 , 2 ," $6,427.00 ",5," $12,477.00 ", -   , -   , $-   ,0, $-   
00367000,BRIGHAM YOUNG UNIVERSITY,UT,846028406,PRIVATE, 512 , 528 ," $1,541,934.00 ",807," $1,549,272.00 ", 474 , 496 ," $1,565,510.00 ",770," $1,556,093.00 ", 15 , 16 ," $89,328.00 ",22," $85,797.00 ", 20 , 21 ," $202,475.00 ",30," $202,475.00 "
00367100,DIXIE STATE COLLEGE OF UTAH,UT,847703876,PUBLIC, 4 , 4 ," $5,900.00 ",7," $5,900.00 ", 6 , 6 ," $21,607.00 ",11," $24,357.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00367200,LATTER DAY SAINTS BUSINESS COLLEGE,UT,841013500,PRIVATE, 46 , 47 ," $69,535.00 ",48," $70,514.00 ", 20 , 23 ," $32,255.00 ",23," $32,255.00 ", 3 , 3 ," $14,995.00 ",3," $14,995.00 ", -   , -   , $-   ,0, $-   
00367400,STEVENS HENAGER COLLEGE,UT,844011420,PROPRIETARY, 115 , 116 ," $305,682.00 ",822," $1,743,311.00 ", 118 , 119 ," $375,433.00 ",829," $2,056,527.00 ", -   , -   , $-   ,1," $1,574.00 ", -   , -   , $-   ,0, $-   
00367500,UNIVERSITY OF UTAH,UT,841129055,PUBLIC, 775 , 792 ," $2,919,959.00 ","1,346"," $3,018,911.00 ", 973 ," 1,118 "," $3,468,242.00 ","2,524"," $3,960,167.00 ", 16 , 16 ," $108,554.00 ",35," $108,554.00 ", 213 , 228 ," $1,691,467.00 ",703," $2,037,663.00 "
00367600,UTAH STATE UNIVERSITY - COLLEGE OF EASTERN UTAH,UT,845012699,PUBLIC, 10 , 10 ," $22,213.00 ",23," $27,313.00 ", 13 , 15 ," $24,727.00 ",36," $27,850.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00367700,UTAH STATE UNIVERSITY,UT,843221400,PUBLIC, 356 , 366 ," $834,953.00 ",753," $1,520,781.00 ", 424 , 450 ," $1,330,491.00 ",756," $1,747,585.00 ", 11 , 11 ," $54,888.00 ",16," $65,888.00 ", 3 , 3 ," $15,322.00 ",4," $15,322.00 "
00367800,SOUTHERN UTAH UNIVERSITY,UT,847202470,PUBLIC, 83 , 84 ," $222,812.00 ",93," $223,437.00 ", 123 , 130 ," $276,910.00 ",137," $274,274.00 ", 2 , 2 ," $5,500.00 ",2," $5,500.00 ", -   , -   , $-   ,0, $-   
00367900,SNOW COLLEGE,UT,846271299,PUBLIC, 22 , 22 ," $45,918.00 ",86," $117,722.00 ", 10 , 10 ," $25,561.00 ",37," $54,343.00 ", 1 , 1 ," $6,000.00 ",2," $6,000.00 ", -   , -   , $-   ,0, $-   
00368000,WEBER STATE UNIVERSITY,UT,844081001,PUBLIC, 79 , 80 ," $210,113.00 ",398," $814,597.00 ", 56 , 58 ," $136,071.00 ",195," $379,008.00 ", 1 , 1 ," $7,400.00 ",1," $7,400.00 ", 1 , 1 ," $8,381.00 ",1," $8,381.00 "
00368100,WESTMINSTER COLLEGE,UT,841053697,PRIVATE, 4 , 4 ," $15,055.00 ",235," $666,130.00 ", 4 , 4 ," $10,445.00 ",232," $967,690.00 ", 3 , 3 ," $24,000.00 ",3," $24,000.00 ", 2 , 2 ," $10,842.00 ",40," $227,343.00 "
00402700,UTAH VALLEY UNIVERSITY,UT,840585999,PUBLIC," 1,418 "," 1,504 "," $2,490,436.00 ","1,546"," $2,512,630.00 "," 1,308 "," 1,473 "," $3,444,321.00 ","1,530"," $3,460,745.00 ", 13 , 13 ," $143,220.00 ",18," $177,426.00 ", -   , -   , $-   ,0, $-   
00522000,SALT LAKE COMMUNITY COLLEGE,UT,841230000,PUBLIC, 320 , 321 ," $513,349.00 ",324," $513,114.00 ", 139 , 146 ," $316,692.00 ",148," $316,092.00 ", 1 , 1 ," $3,690.00 ",1," $3,690.00 ", -   , -   , $-   ,0, $-   
00943300,SHERMAN KENDALL'S ACADEMY OF BEAUTY ARTS & SCIENCES,UT,841061836,PROPRIETARY, 5 , 5 ," $12,800.00 ",10," $14,050.00 ", 1 , 1 ," $2,200.00 ",4," $5,550.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
01009800,NEUMONT UNIVERSITY,UT,840956952,PROPRIETARY, 47 , 47 ," $136,937.00 ",231," $332,439.00 ", 27 , 27 ," $129,504.00 ",212," $326,139.00 ", 14 , 14 ," $229,694.00 ",95," $661,690.00 ", -   , -   , $-   ,0, $-   
01116600,BROADVIEW UNIVERSITY,UT,840884021,PROPRIETARY, 39 , 39 ," $37,096.00 ",816," $963,883.00 ", 31 , 31 ," $60,802.00 ",812," $1,491,405.00 ", 3 , 3 ," $15,234.00 ",46," $164,413.00 ", -   , -   , $-   ,0, $-   
02078800,SHERMAN KENDALL'S ACADEMY OF BEAUTY ARTS & SCIENCES,UT,840473021,PROPRIETARY, 1 , 1 ," $4,500.00 ",5," $9,750.00 ", 3 , 3 ," $12,460.00 ",7," $15,810.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02178500,EAGLE GATE COLLEGE,UT,841235798,PROPRIETARY, 76 , 77 ," $168,214.00 ","1,020"," $1,212,078.00 ", 87 , 91 ," $292,728.00 ","1,085"," $1,746,368.00 ", 4 , 4 ," $16,000.00 ",35," $63,946.00 ", -   , -   , $-   ,0, $-   
02270800,AMERITECH COLLEGE,UT,846042412,PROPRIETARY, 1 , 1 ," $1,750.00 ",48," $102,500.00 ", 3 , 3 ," $13,000.00 ",56," $167,573.00 ", 1 , 1 ," $37,000.00 ",4," $54,050.00 ", -   , -   , $-   ,0, $-   
02298500,EVEREST COLLEGE,UT,841192668,PROPRIETARY, 216 , 216 ," $735,827.00 ","1,008"," $1,568,553.00 ", 200 , 259 ," $1,017,460.00 ","1,589"," $2,311,809.00 ", 5 , 5 ," $36,878.00 ",28," $82,315.00 ", -   , -   , $-   ,0, $-   
02360800,PROVO COLLEGE,UT,846011305,PROPRIETARY, 106 , 106 ," $205,675.00 ",500," $556,382.00 ", 99 , 99 ," $254,439.00 ",488," $796,839.00 ", 5 , 5 ," $9,210.00 ",28," $59,932.00 ", -   , -   , $-   ,0, $-   
02361000,ITT TECHNICAL INSTITUTE,UT,841232500,PROPRIETARY, 637 , 650 ," $1,954,151.00 ","2,832"," $3,726,260.00 ", 623 , 634 ," $3,099,722.00 ","2,816"," $5,603,804.00 ", 21 , 21 ," $196,654.00 ",157," $619,505.00 ", -   , -   , $-   ,0, $-   
02504000,MARINELLO SCHOOL OF BEAUTY,UT,840413002,PROPRIETARY, 29 , 30 ," $91,676.00 ",60," $96,004.00 ", 28 , 30 ," $133,258.00 ",63," $153,874.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02516100,MARINELLO SCHOOL OF BEAUTY,UT,844051501,PROPRIETARY, 17 , 17 ," $62,750.00 ",51," $91,805.00 ", 7 , 7 ," $20,313.00 ",19," $30,958.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02531800,PAUL MITCHELL THE SCHOOL,UT,846063424,PROPRIETARY, 112 , 113 ," $309,566.00 ",507," $864,936.00 ", 112 , 115 ," $371,369.00 ",507," $1,070,938.00 ", 4 , 4 ," $31,193.00 ",58," $262,239.00 ", -   , -   , $-   ,0, $-   
02556800,PAUL MITCHELL THE SCHOOL,UT,841177204,PROPRIETARY, 23 , 23 ," $90,033.00 ",155," $296,359.00 ", 23 , 23 ," $112,109.00 ",158," $385,348.00 ", -   , -   , $-   ,1," $1,560.00 ", -   , -   , $-   ,0, $-   
02573100,EVANS HAIRSTYLING COLLEGE,UT,847202523,PROPRIETARY, 1 , 1 ," $2,625.00 ",4," $3,937.00 ", 4 , 4 ," $16,000.00 ",14," $26,000.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02612200,MARINELLO SCHOOL OF BEAUTY,UT,846041585,PROPRIETARY, 1 , 1 , $377.00 ,21," $33,396.00 ", 1 , 1 ," $6,073.00 ",23," $47,494.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03030600,UTAH COLLEGE OF MASSAGE THERAPY,UT,841111606,PROPRIETARY, 184 , 184 ," $310,048.00 ",635," $561,315.00 ", 196 , 202 ," $383,104.00 ",590," $657,309.00 ", 3 , 3 ," $7,066.00 ",20," $32,236.00 ", -   , -   , $-   ,0, $-   
03082100,MYOTHERAPY COLLEGE OF UTAH,UT,841152522,PROPRIETARY, 1 , 1 ," $1,167.00 ",10," $11,273.00 ", 1 , 1 , $451.00 ,11," $17,556.00 ", -   , -   , $-   ,1, $281.00 , -   , -   , $-   ,0, $-   
03108200,ECHELON EDGE ACADEMY OF HAIR SKIN & NAILS,UT,840702004,PROPRIETARY, 10 , 10 ," $25,384.00 ",38," $56,753.00 ", 13 , 13 ," $53,961.00 ",45," $92,143.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03339400,WESTERN GOVERNORS UNIVERSITY,UT,841072533,PRIVATE, 587 , 597 ," $1,884,238.00 ","5,583"," $12,425,420.00 ", 545 , 565 ," $2,744,761.00 ","5,661"," $19,774,651.00 ", -   , -   , $-   ,1," $4,500.00 ", 3 , 3 ," $5,260.00 ",18," $20,190.00 "
03617300,HEALING MOUNTAIN MASSAGE SCHOOL,UT,841024006,PROPRIETARY, -   , -   , $-   ,14," $21,817.00 ", 1 , 1 ," $4,000.00 ",19," $34,743.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03829500,SKINWORKS SCHOOL OF ADVANCED SKINCARE,UT,841150000,PROPRIETARY, 4 , 4 ," $10,877.00 ",15," $20,293.00 ", 4 , 4 ," $12,913.00 ",18," $32,705.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03838300,NIGHTINGALE COLL. SCH. OF NURSING SCH. OF MASSAGE THERAPY,UT,844030000,PROPRIETARY, 10 , 10 ," $32,668.00 ",31," $38,503.00 ", 11 , 12 ," $28,407.00 ",38," $38,296.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03902300,RENAISSANCE SCHOOL OF THERAPEUTIC MASSAGE,UT,840102835,PROPRIETARY, 6 , 6 ," $8,555.00 ",17," $14,386.00 ", 6 , 6 ," $12,476.00 ",17," $22,476.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
04145500,SKIN SCIENCE INSTITUTE (THE),UT,841150000,PROPRIETARY, 1 , 1 ," $1,750.00 ",1," $1,750.00 ", 1 , 1 ," $3,000.00 ",1," $3,000.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00370200,AVERETT UNIVERSITY,VA,245413692,PRIVATE, 56 , 57 ," $193,585.00 ",154," $489,865.00 ", 60 , 63 ," $186,373.00 ",162," $532,080.00 ", 6 , 7 ," $22,487.00 ",7," $22,487.00 ", -   , -   , $-   ,0, $-   
00370300,BLUEFIELD COLLEGE,VA,246051799,PRIVATE, 128 , 130 ," $365,971.00 ",286," $545,546.00 ", 133 , 137 ," $452,798.00 ",306," $688,718.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00370400,BRIDGEWATER COLLEGE,VA,228121599,PRIVATE, 3 , 3 ," $9,000.00 ",3," $9,000.00 ", 7 , 7 ," $23,421.00 ",7," $23,421.00 ", 2 , 2 ," $8,262.00 ",2," $8,262.00 ", -   , -   , $-   ,0, $-   
